;loss_train;loss_val;metric_train;metric_val
0;0.619982844342788;0.4437230850823901;0.44949543728887675;0.5767904007384046
1;0.4344624539630281;0.5566133951598947;0.5860980549568517;0.5316860159351067
2;0.41026651275654635;0.568762594325976;0.593803944456805;0.6032116762044925
3;0.3965021365218692;0.3375539073551243;0.5914271184320872;0.6300929735668681
4;0.3706008298529519;0.33312028781934216;0.6053690192541884;0.6235344404439357
5;0.36859169859025215;0.3751856933601878;0.6014321401081462;0.5902202400082553
6;0.3601327375819286;0.3362556142224507;0.6098075622485744;0.6482404841861519
7;0.3475736792302794;0.37829409014772286;0.6248991316650063;0.6594825510612943
8;0.3438768949359655;0.31907031227919186;0.624430110403854;0.6436889924701642
9;0.3398109324690368;0.340290711007335;0.624728175432473;0.6261755951087583
10;0.33022660281923083;0.3954150229692459;0.6311689375537551;0.6286020006730475
11;0.33110809984306494;0.32422034577889874;0.6286407961219084;0.6454624585299329
12;0.3231753105090724;0.38300409438935196;0.6375256111379712;0.6171975234332918
13;0.31817763886517947;0.3507885341955857;0.6413667455024552;0.6136455923234198
14;0.3207889087912109;0.38381879759783094;0.6373895849217661;0.5958676404658366
15;0.31113279230064816;0.34811966138129885;0.6457476572832093;0.6151297385381027
16;0.3084363643079996;0.3267133782871745;0.6497208355783692;0.6337488225491886
17;0.2989683261555102;0.31230912543833256;0.659033404986581;0.6475084678439255
18;0.2991755467115177;0.35460259816185996;0.6576924878625303;0.604185118149458
19;0.2984729913373788;0.3474980966950005;0.6581902995718539;0.6130127389333211
20;0.2962293888338738;0.31755707937885413;0.6618424061858806;0.6463500478633002
21;0.28977281738900473;0.3223469584164294;0.6700560684690976;0.6455156048594456
22;0.29228411078866984;0.30399653721939435;0.6632263060600962;0.6612961828200654
23;0.29631964632620417;0.3101960440928286;0.6585568463093497;0.6517890218052674
24;0.29792333665407367;0.3092730140144175;0.6605484766432912;0.6530361708957405
25;0.3274534831030501;0.3202957883477211;0.6374441508177875;0.6516591718589718
26;0.3196847339885102;0.31472965058955277;0.6441871297778562;0.648675787537782
27;0.31582778832978675;0.32480669648132543;0.6507712311913363;0.6477181856012479
28;0.316567726391885;0.33124197884039447;0.6496053268926011;0.669587454335256
29;0.3206554625183344;0.39169948327947746;0.6399986122023418;0.6180137770081108
30;0.30956376277738146;0.315740521827882;0.654554709860046;0.6651310124857859
31;0.3112743012400137;0.419319075955586;0.6490800643081053;0.6087334947660565
32;0.30943117377658685;0.4479382634162903;0.6522143184090965;0.5934620872986588
33;0.3019948492861456;0.40562230348587036;0.6589327079593204;0.588955227857117
34;0.30144012462761666;0.3712122477591038;0.6586625204938982;0.6290272667750039
35;0.2979355328198936;0.4304743847725066;0.662372583368819;0.6220702214843847
36;0.2954371229848928;0.34074266644364054;0.6654007334313873;0.6509331617589024
37;0.2954288463004761;0.3164469562470913;0.661230536435485;0.6578830525448377
38;0.28054775775720675;0.32324639860201965;0.6785224282131013;0.6585933879356493
39;0.2787658722243375;0.33805132200094784;0.6765537426470676;0.6319837917743082
