;loss_train;loss_val;metric_train;metric_val
0;0.6938256410260996;0.561413249508901;0.3357123189360209;0.5595617317429226
1;0.4129430080867476;0.416845691813664;0.5851165935907273;0.5412338790589605
2;0.3833158620943626;0.4045157192105597;0.5977281871290567;0.619008200624111
3;0.3578313152823183;0.3354569278996099;0.623628403134838;0.6545426140920344
4;0.3577465316901604;0.3386572932993824;0.616503757668478;0.6277392378542572
5;0.35437253680494096;0.32967607609250327;0.6187122595690501;0.6629321646707301
6;0.34484803643491535;0.44362209500236943;0.6248070395118298;0.617698215181008
7;0.33657584550480046;0.37165461175821046;0.6347273024070698;0.6698845846324482
8;0.3271321201490031;0.3398701050742106;0.6405650974914251;0.6490234947612573
9;0.32071310807433395;0.3042830564081669;0.6443938329919345;0.6714291889220476
10;0.3152484720572829;0.3531344160437584;0.6484702407655681;0.6506123983047225
11;0.31793103768593733;0.3237916434353048;0.6417526163361293;0.6589824762354097
12;0.3083959652524855;0.3587727363814007;0.6496088122793784;0.6269340199459376
13;0.3062803788731496;0.33336163752458314;0.6520566476095054;0.6283785320225764
14;0.3056369786047273;0.36108319681476464;0.651851260724167;0.6178114610216157
15;0.29815029352903366;0.3170616638592698;0.6564783916084302;0.6435917454602366
16;0.2959983755110039;0.30019406838850543;0.6610898288691209;0.6550421738912436
17;0.2876391901738114;0.2825592116198756;0.6687254496720723;0.680494667284868
18;0.2831617587763402;0.3113508468324488;0.6735687029341029;0.6464627060446549
19;0.2823696838898791;0.2954002515497533;0.6709067130099154;0.6624771399338815
20;0.2785749310213659;0.2860095214776017;0.6761032477318724;0.6749786604619161
21;0.2746680389261908;0.2827631319788369;0.6813837689709746;0.6779736910354007
22;0.2758481907140877;0.27497726187787275;0.6772690533518066;0.6873084785924717
23;0.2793039028843244;0.28323972987180407;0.6729017677898002;0.67556900924749
24;0.28010154095374873;0.28227907097475097;0.675134836032521;0.676392434080216
25;0.3046842821977205;0.3221612447364764;0.6590104210107206;0.6896669265221466
26;0.3115474513007535;0.3362962947311727;0.6534709417054223;0.6489489973438057
27;0.30427721208996245;0.30903752097351983;0.6599467150039143;0.6588907731188969
28;0.3033071377625068;0.3077662643045187;0.6618132010296297;0.6896650970659473
29;0.30673802571578157;0.3913099809803746;0.6518258349109803;0.5985068390145898
30;0.2968421089773377;0.31202404302629555;0.6668958273017779;0.6852349831553345
31;0.301438573644393;0.3486217727715319;0.6566374602637046;0.6405126194215633
32;0.3003100278062953;0.29023921405049885;0.6596037891900374;0.6830401081295515
33;0.2922814127264751;0.29537953300909564;0.6667574454435251;0.673279129138047
34;0.2957855365549525;0.36086806807328353;0.6637708917053209;0.6340556465756063
