;loss_train;loss_val;metric_train;metric_val
0;1.095383898086018;1.0479142611676997;0.1359066826393852;0.38120473026753066
1;1.0190718018346363;0.9852363562042062;0.34615307892802066;0.41943797024644236
2;0.9588413894176483;0.9195701195435091;0.3788285893543313;0.38321425702253525
3;0.8861280254191822;0.8345470421693542;0.4158130275195516;0.47724030357891356
4;0.8000701344675488;0.736521836031567;0.48374977423033366;0.53329668126323
5;0.7089573279851012;0.6364339691671458;0.525638246465759;0.5936747687466611
6;0.6180264734559588;0.550717655569315;0.5788484475876127;0.6387983745133335
7;0.5521415995226966;0.4983886527744206;0.602653890928357;0.6465774683112447
8;0.4991950050824218;0.4489129155196927;0.6262520961308231;0.6810744218528271
9;0.462717404961586;0.42435916005210444;0.6385931056565217;0.6638861256016587
10;0.4326087957041131;0.388869078152559;0.6490806481238299;0.6907958801497113
11;0.383375415040387;0.30363753336397087;0.64702539830986;0.6727320785549554
12;0.3044085922754473;0.27100503918799485;0.6736985883054634;0.6976011795076457
13;0.2942000904017025;0.26258555173196574;0.6788965200694899;0.7050662958486513
14;0.2975819827367862;0.27676707235249604;0.6721545118528108;0.6875726448541338
15;0.2960317223022381;0.2649929921396754;0.6742120568731076;0.6930409869687124
16;0.27240949357963273;0.2549753685227849;0.6972999042107;0.7087795323565264
17;0.2697213506119119;0.2643896632573821;0.6995807392548563;0.6919907788661394
18;0.25973057496464913;0.2586576228284023;0.7098273631030073;0.6952188296074217
19;0.25199536165843406;0.25919952954758296;0.7142440346380075;0.693854384124279
20;0.2517334992066026;0.25309719737957825;0.7153934479794568;0.7020990580997684
21;0.24704233105811807;0.2501127128912644;0.721629274967644;0.7074865031648766
22;0.24918699893686508;0.24371561738239092;0.7179614177413491;0.7173040815502066
23;0.25368693228811023;0.24584681997922334;0.7121461596065072;0.7140737016769972
24;0.2439692636537883;0.24284484474496407;0.7230045631734862;0.7185453094468606
25;0.28772523891594676;0.31804156862199306;0.682502934053385;0.6539420459647028
26;0.29683914410157336;0.27788750488649716;0.6727487048509324;0.6728353424511045
27;0.2864471877200736;0.27261447940360417;0.6796559962769;0.6987081292000684
28;0.3009105991158221;0.25339678497138346;0.6693901264386821;0.7164675569669767
29;0.2840181466398968;0.24733843468129635;0.6813137556882995;0.7163378731770949
30;0.2716536186221573;0.27255973033607006;0.6934003311666957;0.6922649104485159
31;0.27060142753438815;0.28224469467320223;0.6960885590644061;0.676666856828061
32;0.27077359716511434;0.2488119757988236;0.6941161242585319;0.7162186533889987
33;0.27235665104041495;0.256857721473683;0.6942551505131026;0.7078487500548363
34;0.25162604881657497;0.2532027698206631;0.713505801589862;0.7108196167444641
35;0.26266793289946183;0.24518889239565891;0.7048685417924491;0.7179807245054028
36;0.2528187208291557;0.2483400571244684;0.7126612450073784;0.7144528906792402
37;0.2476085802954104;0.2736583784730597;0.7166327746171091;0.6891262626952745
38;0.23591516303519408;0.24993860941718926;0.7287456625652138;0.7140772850676016
39;0.24201331349710622;0.24093386480076748;0.7233364750941594;0.7220920290459286
40;0.24557284514109293;0.25175573236562987;0.7201361798181704;0.7075714445249601
41;0.23389404331230454;0.24629200825637038;0.730364094596977;0.7155478437515822
42;0.23367367428210045;0.2563075985420834;0.7301512563010976;0.7048604068430987
43;0.23081117706994217;0.2428533166477626;0.7323728205222223;0.7209112818606875
44;0.2272038886944453;0.23961726601489566;0.7368632835232549;0.7248015945607965
45;0.23148669927484458;0.23264930651269175;0.7316149229934025;0.7353733656081286
46;0.22432701616651482;0.23224174680018966;0.7399046894783775;0.7340827624906193
47;0.21874772092948358;0.23150284986265682;0.7453645455547505;0.7363744120706212
48;0.21959291187425453;0.23207059841264377;0.7443537640385329;0.7360664111646739
49;0.21925823808544212;0.2326442286033522;0.7444701617557763;0.7359209981831637
50;0.2641413380495376;0.2387209768322381;0.7023999624471697;0.7309304979545149
51;0.2534500115654535;0.25554753839969635;0.7115144523843709;0.7085079721767794
52;0.26065452369964787;0.22875474698164247;0.7061558514109089;0.7424311018125578
53;0.25390997860166764;0.2449163364415819;0.7132761919353571;0.7217525304718451
54;0.24979598751912516;0.2372542382641272;0.7138507370377839;0.7319748486836695
55;0.25391621039145523;0.25377350046553393;0.7136042395231521;0.7068565277890726
56;0.2508814295546876;0.23855060093443503;0.7150132316889034;0.7270576733757149
57;0.24742012564092875;0.23874703134325417;0.7172616942559317;0.7288541715930809
58;0.2376647052872512;0.24993058988316494;0.7302631918185701;0.7162570961835709
59;0.2467257510456774;0.23543984299017626;0.7188198911362431;0.7329101752151143
60;0.24226898046003448;0.23699394359507345;0.7232060325513077;0.7299889854409478
61;0.2275266942464643;0.2393954268402674;0.7370063689226906;0.7257310646501455
62;0.24539625410818391;0.24302117848260837;0.7182053553955888;0.7225189004940066
63;0.23846086867981486;0.24833402774212035;0.725351685030748;0.7134961865165017
64;0.23117524789025387;0.2471665401350368;0.7333270923933014;0.7179183397780765
65;0.22731437076710992;0.24762535789473492;0.7372532387490436;0.7150434147227894
66;0.2276673113513324;0.23352459047667004;0.7348865148093965;0.7314497753977776
67;0.22567263785749675;0.23455927427858114;0.7398466165048174;0.7309751869602636
68;0.21633158280617662;0.2291840384290977;0.7471744100647306;0.7397039353170178
69;0.2191323311171598;0.22920700992372903;0.7449932986773395;0.7367434447461908
70;0.21717896544271045;0.22241710405796766;0.7463134483034082;0.7465413317761638
71;0.22176523504571782;0.22634590916674246;0.7430117826139192;0.7417032559486952
72;0.21968043028480477;0.22623375710099936;0.7446545488304562;0.7423467121341012
73;0.2186330089552535;0.2240664025937969;0.7450621548328652;0.7443403926762667
74;0.20614120951957174;0.2240527058020234;0.7578434376666944;0.7439612844450907
75;0.2428650223546558;0.243074859153818;0.7234725204141189;0.7248773077861353
76;0.23523659937911565;0.23694673874838787;0.7297303970372822;0.734702274880626
77;0.2549288162961602;0.2456962386654182;0.7123582428010802;0.7175095660442655
